"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Zlata Rodionova","November 3, 2016 Thursday 10:50 AM GMT",,"Brexit legal challenge: FTSE 250 jumps as High Court delivers hammering blow against Theresa May's Brexit plans; The pound has risen the most since August against the dollar after the Government announced it cannot trigger Article 50 without parliament approval.","306 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Ben Chapman","November 2, 2016 Wednesday 5:05 PM GMT",,"House prices stagnate amid Brexit uncertainty, ending 15 months of growth; Lack of supply and record low interest rates prevent valuesfrom slipping into reverse","305 words","The Independent (United Kingdom)","BUSINESS NEWS",
"JENNIFER SMITH FOR DAILYMAIL.COM and DARREN BOYLE FOR MAILONLINE","November 9, 2016 Wednesday 3:23 AM GMT",,"Wall Street fights back: Stocks surge and dollar makes its largest gains since Brexit after fear of Trump slump and global market turmoil overnight","3038 words","MailOnline","NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE, MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE and TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 2, 2016 Wednesday 6:48 PM GMT",,"Judges trigger major constitutional crisis as they deliver 'slap in the face' to Theresa May by ruling MPs MUST be given a vote on Brexit but ministers vow to overturn controversial decision","3021 words","MailOnline","NEWS",
"Julia Bradshaw","November 6, 2016",,"UK could miss out on EU science grants post-Brexit","302 words","The Sunday Telegraph (London)","BUSINESS; Pg. 2",
"Tom Peck","November 6, 2016 Sunday 11:51 AM GMT",,"Lord Patten: Sajid Javid should have been sacked; The former European Commissioner also said Brexit would be bad for Britain and bad for universities, but that the decision should not be reversed","301 words","The Independent (United Kingdom)",,
,"November 4, 2016 Friday",,"Best analysis of the Brexit constitutional crisis","30 words","The Daily Telegraph (London)","NEWS; Pg. 1",
"Hannah Furness","November 12, 2016 Saturday",,"Vince Cable signs a deal to write 'post-Brexit' love story","299 words","The Daily Telegraph (London)","NEWS; Pg. 14",
"By Jason Beattie","November 6, 2016 Sunday 10:00 PM GMT",,"Defiant Theresa May insists migration remains Brexit priority but won't be dragged into Article 50 row; Mrs May's Leave plan was disrupted this week after a High Court judge ruled she couldn't trigger Article 50 without MPs' approval","299 words","mirror.co.uk","NEWS,UK NEWS",
"SHEHAB KHAN","November 4, 2016 Friday",,"We're not going to block Brexit, Labour says","299 words","The Independent - Daily Edition","NEWS; Pg. 14",
"Andrew Griffin","November 3, 2016 Thursday 10:55 AM GMT",,"Brexit legal challenge latest: Government confirms it will look to appeal and invoke Article 50 itself; The result of the appeal could leave long-lasting changes to how Britain works","299 words","The Independent (United Kingdom)","UK POLITICS",
"Neil Johnston","November 3, 2016 Thursday",,"EasyJet 'can't wait for Brexit' before seeking new EU licence","299 words","The Times (London)","NEWS; Pg. 46",
"KATE NELSON","November 5, 2016 Saturday",,"MAY'S BREXIT PLEDGE; Leader aims to fight court decision on MPs vote as campaigner is victim of vile trolls .. ; PM vows to defeat wrexiteer","298 words","Daily Star","NEWS; Pg. 6,7",
"Lydia Willgress","November 5, 2016 Saturday",,"Remainer under fire for sick children gaffe; Brexit turmoil","297 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"By Nicola Oakley","November 3, 2016 Thursday 11:48 AM GMT",,"""Finally, some hope!"" Relieved Brits react to Brexit High Court ruling - even some Leave voters are happy; Campaigners have won a fight to give MPs a vote on Brexit, meaning Theresa May can't trigger Article 50","297 words","mirror.co.uk","NEWS,UK NEWS",
"Kate McCann","November 8, 2016 Tuesday",,"May: More visas if India takes back over-stayers; Brexit turmoil","296 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"By Laura Hughes, Political Correspondent","November 3, 2016 Thursday 7:42 AM GMT",,"Tory MP calls for BBC 1 to mark Brexit with national anthem at the end of each day","296 words","telegraph.co.uk","NEWS",
"Christopher Hope","November 5, 2016 Saturday",,"Farage: I have no interest in by-election; Brexit turmoil","295 words","The Daily Telegraph (London)","NEWS; Pg. 4",
,"November 13, 2016 Sunday 7:45 PM GMT",,"Housing market 'needs certainty' after vote for Brexit","294 words","Express Online",,
"RHODRI PHILLIPS","November 11, 2016 Friday",,"Knickers to Brexit; CITY Sun THE FTSE 100 FELL 83.86 TO 6827.98 EDITED BY RHODRI PHILLIPS Tel: 020 7782 4050 e-mail: rhodri.phillips@the-sun.co.uk £1 BUYS (EURO)1.15, US$1.25 BRENT CRUDE $45.77 ; DRAGON THEO PLANS 20 NEW UNDIE STORES","294 words","The Sun (England)","FEATURES; Pg. 53",
"BEN CHAPMAN","November 3, 2016 Thursday",,"House prices stagnate amid Brexit uncertainty","294 words","The Independent - Daily Edition","BUSINESS; Pg. 53",
"JONATHAN REILLY; TOM NEWTON DUNN","November 4, 2016 Friday",,"WHO DO EU THINK YOU ARE?; JUDGES' BREXIT BLOW Loaded foreign elite defy will of Brit voters WHO ARE EU?","293 words","The Sun (England)","NEWS; Pg. 1,9",
"By Laura Hughes, Political Correspondent","November 4, 2016 Friday 7:50 AM GMT",,"Brexit by-election: Tory MP Stephen Phillips quits citing 'irreconcilable policy differences with the current Government' over Brexit","2918 words","telegraph.co.uk","NEWS",
,"November 4, 2016 Friday",,"Posh folk in Brexit betrayal","29 words","Daily Star","NEWS; FRONT PAGE; Pg. 1",
"By Scott Campbell","November 5, 2016 Saturday 4:19 PM GMT",,"Tory minister Liz Truss FINALLY breaks silence over Brexit ruling backlash but fails to condemn abuse of judges; Her comments come after three judges were condemned for doing their jobs - but the Lord Chancellor's measured words have been branded too little too late","289 words","mirror.co.uk","NEWS,UK NEWS",
"AMIE GORDON FOR MAILONLINE and PRESS ASSOCIATION","November 3, 2016 Thursday 8:45 PM GMT",,"So Brexit would be tough on our wallets would it George? Sacked Chancellor Osborne earns nearly £100,000 for giving just THREE speeches (that's £22,000 an hour)","288 words","MailOnline","NEWS",
"Alexandra Sims","November 6, 2016 Sunday 5:19 PM GMT",,"Theresa May responds to media coverage of High Court Brexit ruling","287 words","The Independent (United Kingdom)","UK POLITICS",
"Tom Knowles","November 12, 2016 Saturday",,"Construction industry puts Brexit shock in the past","286 words","The Times (London)","BUSINESS; Pg. 59",
"Jon Stone","November 7, 2016 Monday 4:50 PM GMT",,"Crown prosecutors consider complaint against Brexit EU referendum campaigns; The letter accuses Vote Leave and Leave.EU of misleading voters","286 words","The Independent (United Kingdom)","UK POLITICS",
"Will Worley","November 5, 2016 Saturday 2:37 PM GMT",,"Liz Truss breaks silence on judiciary but fails to mention Brexit ruling backlash; Her two paragraph response was criticised for being 'too little too late'","286 words","The Independent (United Kingdom)","UK POLITICS",
"Angela Monaghan","November 11, 2016 Friday 9:58 AM GMT",,"SIG blames profits dip on post-Brexit slowdown as CEO quits; Stuart Mitchell resigns as building materials giant's shares plunge 25% after warning of lower profits, stiffer competition and weaker trading","285 words","The Guardian","BUSINESS",
"STEVE HAWKES","November 7, 2016 Monday",,"MAY: There's no way back; BREXIT SHOWDOWN","285 words","The Sun (England)","NEWS; Pg. 2",
"Letter from the Editor Oliver Duff i@inews.co.uk","November 5, 2016",,"Our Brexit vow to you","285 words","i-Independent Print Ltd","FEATURES; Pg. 3",
"By Laura Hughes, Political Correspondent","November 11, 2016 Friday 3:17 PM GMT",,"Retired teacher donates £28,000 to local hospital afterher investments saw a post-Brexit boost","284 words","telegraph.co.uk","NEWS",
"By Telegraph View","November 9, 2016 Wednesday 6:00 AM GMT",,"Even by Jeremy Corbyn's standards, Labour's lack of clarity on Brexit is shambolic","284 words","telegraph.co.uk","OPINION",
"ALEXANDRA SIMS","November 6, 2016 Sunday",,"Labour could block Brexit, Corbyn warns","283 words","The Independent - Daily Edition","Pg. 13",
"Rehema Figueiredo","November 5, 2016 Saturday 10:35 AM GMT",,"Brexit must be agreed 'without delay' - Corbyn blasts Theresa May over negotiations","283 words","Express Online",,
"By Graham Hiscott","November 2, 2016 Wednesday 1:46 PM GMT",,"This will be the ""last cheap Christmas"" for millions of families, with prices set to rise early next year, shoppers warned; Brexit-fuelled plunge in the pound to trigger higher high street prices in 2017","281 words","mirror.co.uk","NEWS",
,"November 3, 2016 Thursday",,"Souter's Brexit; IN THE NEWS","28 words","The Times (London)","Pg. 1",
"Robert McCrum","November 13, 2016 Sunday 12:04 AM GMT",,"What will Brexit mean for Britain's world-class universities?; Academics fear a threat to research, funding and overseas recruitment","2798 words","The Observer (London)","EDUCATION",
"Shehab Khan","November 12, 2016 Saturday 10:33 AM GMT",,"Police tell Brexit legal challenger Gina Miller it is unsafe for her to go outside amid abuse; 'We knew it would be bad. But nothing like this, obviously. It's bullying of the worst degree, and I'm not going to let them win'","279 words","The Independent (United Kingdom)","UK POLITICS",
,"November 4, 2016 Friday 8:58 PM GMT",,"BREXIT: Remoaners warned about constitutional outrage of threat to leave the EU","279 words","Express Online",,
"By Laura Hughes, Political Correspondent","November 11, 2016 Friday 3:17 PM GMT",,"Retired teacher donates £28,000 to local hospital afterher investments saw a post-Brexit boost","278 words","telegraph.co.uk","NEWS",
"ANDREW NICOLL","November 9, 2016 Wednesday",,"NIC: WE WON'T BOW TO TORIES; Defiant Sturgeon cranks up court clash on Brexit","278 words","The Sun (England)","NEWS; Pg. 2",
"THIS IS MONEY MARKET REPORTERS","November 3, 2016 Thursday 8:34 AM GMT",,"FTSE LIVE: Footsie slumps but pound soars as High Court wades into block Brexit and derail the Leave timetable","2773 words","MailOnline","MARKETS",
"Vickiie Oliphant","November 8, 2016 Tuesday 3:31 PM GMT",,"Government gets go ahead to APPEAL High Court's controversial Article 50 Brexit ruling","276 words","Express Online",,
"By Michael Wilkinson, Political Correspondent and Laura Hughes, Political Correspondent","November 7, 2016 Monday 10:12 AM GMT",,"No going back on Brexit as Government vows to trigger Article 50 by end of March","2751 words","telegraph.co.uk","NEWS",
"By Laura Hughes, Political Correspondent","November 11, 2016 Friday 3:17 PM GMT",,"Retired teacher donates £28,000 to local hospital afterher investments saw a post-Brexit boost","275 words","telegraph.co.uk","NEWS",
"BY LARISA BROWN POLITICAL CORRESPONDENT","November 4, 2016 Friday",,"CASHING IN! SIR SPIN'S BREXIT JOB","275 words","DAILY MAIL (London)",,
,"November 10, 2016 Thursday",,"SNP urged to stop linking hate crime to Brexit after fall in number of racial offences","274 words","The Daily Telegraph (London)","NEWS; Pg. 16",
"David Maddox","November 7, 2016 Monday",,"Farage fears 'EU bias' of Brexit judges","274 words","The Express","NEWS; Pg. 4",
"David Maddox","November 4, 2016 Friday",,"BBC rejects national anthem call; BREXIT BETRAYAL","274 words","The Express","NEWS; Pg. 2",
"Rowena Mason Deputy political editor","November 3, 2016 Thursday 11:03 AM GMT",,"UK needs further devolution to prevent Brexit anger, says Gordon Brown; Wholesale reform of UK is needed to prevent harmful divisions from deepening, says former prime minister","274 words","The Guardian","POLITICS",
"GLEN OWEN POLITICAL CORRESPONDENT FOR THE MAIL ON SUNDAY","November 13, 2016 Sunday 12:33 AM GMT",,"Nick Clegg accuses pro-Brexit Cabinet Minister Liam Fox of 'misleading Parliament' over trade deals with Brussels after we leave the EU","272 words","MailOnline","NEWS",
"Letter from the Editor Oliver Duff i@inews.co.uk","November 4, 2016",,"Remainers: we're still heading for Brexit","272 words","i-Independent Print Ltd","FEATURES; Pg. 3",
"Zlata Rodionova","November 3, 2016 Thursday 10:15 AM GMT",,"Brexit legal challenge: Pound rises as High Court rules against Theresa May triggering Article 50 without Parliament; The Government has been given the go-ahead to appeal against the ruling at the Supreme Court.","272 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Laura Hughes","November 7, 2016 Monday",,"Prince warns that Brexit will 'tear everything apart'","271 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"By Ben Glaze","November 5, 2016 Saturday 11:17 PM GMT",,"Theresa May is taking 40 heads of industry to India in bid to drum up business for UK; Prime Minister is hoping to strike deals in the world's second most populous nation to help British firms preparing for Brexit","271 words","mirror.co.uk","NEWS,UK NEWS",
"BY NO BYLINE AVAILABLE","November 4, 2016 Friday",,"BREXIT, BABIES AND BOOZE - WHAT THE GANG DID NEXT","271 words","DAILY MAIL (London)",,
"STEPHANIE LINNING FOR MAILONLINE","November 9, 2016 Wednesday 9:47 PM GMT",,"If you'd put a fiver on President Trump, Brexit and Leicester winning the Premier League you'd now be £15MILLION richer","270 words","MailOnline","NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 8, 2016 Tuesday 12:45 PM GMT",,"Nicola Sturgeon vows to join court battle to stop Theresa May triggering Brexit without parliament's approval","270 words","MailOnline","NEWS",
"ROBIN COTTLE","November 8, 2016 Tuesday",,"READY BREXIT; Euro vote set for fast-track by PM","268 words","Daily Star","NEWS; Pg. 2",
"By Harry Yorke","November 2, 2016 Wednesday 9:29 AM GMT",,"Millennium & Copthorne enjoys surge in footfall at London hotels following Brexit vote ","268 words","telegraph.co.uk","BUSINESS",
,"November 9, 2016 Wednesday",,"Labour and Brexit; ESTABLISHED 1855","266 words","The Daily Telegraph (London)","LETTERS; Pg. 19",
"Siobhan Fenton","November 5, 2016 Saturday 10:26 PM GMT",,"Brexit legal challenge: Theresa May vows to continue EU withdrawal plans following court defeat","262 words","The Independent (United Kingdom)","UK POLITICS",
"Tom Peck","November 5, 2016 Saturday 11:11 AM GMT",,"Theresa May must tell Parliament her Brexit negotiating strategy, Corbyn says; The Labour leader saysthere must now be 'transparency and accountability to Parliament'after the High Court's ruling","262 words","The Independent (United Kingdom)","UK POLITICS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 3, 2016 Thursday 10:29 AM GMT",,"The pound soars against the dollar as the High Court rules MPs MUST be given a vote on whether to trigger Article 50 and start Brexit talks","261 words","MailOnline","NEWS",
"By Szu Ping Chan","November 11, 2016 Friday 11:51 AM GMT",,"Construction downturn after Brexit vote not as deep as feared","260 words","telegraph.co.uk","BUSINESS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","November 6, 2016 Sunday 9:46 AM GMT",,"'You should be my biggest fan!' Gina Miller clashes with Nigel Farage on live TV over Brexit legal challenge as Ukip leader warns that defying the will of the people could trigger RIOTS","259 words","MailOnline","NEWS",
"Tom Knowles","November 12, 2016 Saturday",,"Home market 'will feel pain' of hard Brexit","258 words","The Times (London)","BUSINESS; Pg. 60",
"Jon Stone","November 9, 2016",,"'Associate EU citizenship' for British considered; BREXIT","256 words","i-Independent Print Ltd","NEWS; Pg. 13",
"Peter Preston","November 6, 2016 Sunday 7:00 AM GMT",,"Brexit press reflects great British freedom to be nasty; Press codes enshrine newspapers' legal right to vulgar abuse, as seen in the attacks on the high court judges who ruled on article 50","256 words","The Observer (London)","MEDIA",
"ANGELA JAMESON","November 4, 2016 Friday",,"ALWAYS LOOK CARN THE BRIGHT SIDE OF LIFE; BANK BOSS IN U-TURN ON GLOOMY BREXIT FORECAST","255 words","The Sun (England)","NEWS; Pg. 2",
"Chris Green SCOTLAND EDITOR","November 8, 2016",,"PM must protect single market status, says Sturgeon; BREXIT","253 words","i-Independent Print Ltd","NEWS; Pg. 13",
"Andrew Griffin","November 8, 2016 Tuesday 4:58 PM GMT",,"Odds for Donald Trump to win US election exact same as they were for Brexit; Mr Trump has repeatedly likened himself to Brexit, arguing that his win will be a similar surprise to the establishment","252 words","The Independent (United Kingdom)","US ELECTIONS",
"ALEX DIAZ ; ANDY BUCKWELL","November 6, 2016 Sunday",,"DEAR STARMER; MP's £125K from Brexit-blocking law firm","248 words","The Sun (England)","NEWS; Pg. 2",
"By Dan Bloom","November 3, 2016 Thursday 4:27 PM GMT",,"Crowdfunded bid to keep Brexit ruling in the Supreme Court raises £20,000 in two HOURS; Donations have flooded in at an astonishing rate since the government vowed to appeal a High Court ruling that said MPs should vote on Brexit","248 words","mirror.co.uk","NEWS,UK NEWS",
"Rachael Pells","November 3, 2016 Thursday 10:35 AM GMT",,"Brexit legal challenge: Read Deir Dos Santos' speech after he helped bring down Theresa May's Brexit plans, despite voting to leave EU; British hairdresser Deir Dos Santos was one of the claimants in the case. His lawyer, David Greene,read out a statement on his behalf following the high court ruling","245 words","The Independent (United Kingdom)","HOME NEWS",
"Peter Dominiczak ;Christopher Hope","November 12, 2016 Saturday",,"More than 80 MPs plotting a second Brexit referendum","243 words","The Daily Telegraph (London)","NEWS; Pg. 1",
"Rachael Pells","November 3, 2016 Thursday 10:35 AM GMT",,"Brexit legal challenge: Read Deir Dos Santos' speech after he helped bring down Theresa May's Brexit plans, despite voting to leave EU; British hairdresser Deir Dos Santos was one of the claimants in the case. His lawyer, David Greene,read out a statement on his behalf following the high court ruling","242 words","The Independent (United Kingdom)","HOME NEWS",
"By Ben Russell","November 12, 2016 Saturday 2:10 PM GMT",,"Police warn millionaire businesswoman who challenged Brexit in court it's 'not safe to go outside'; Gina Miller, 51, says her children have been subjected to verbal attacks following her appearance on the BBC's Andrew Marr Show with Nigel Farage","241 words","mirror.co.uk","NEWS,UK NEWS",
"James Moore","November 9, 2016 Wednesday 2:35 AM GMT",,"Donald Trump victory fears sees Nikkei plummet as markets react to Republican's gains in election; The US election has started to resemble Brexit, with early expectations shattering as the evening moved on","241 words","The Independent (United Kingdom)","AMERICAS",
"BY GLEN OWEN","November 13, 2016 Sunday",,"CLEGG: FOX MISLED' PARLIAMENT OVER BREXIT","240 words","MAIL ON SUNDAY (London)",,
"DAVID WOODING","November 13, 2016 Sunday",,"CLEGG-XIT; l Skips 3 in 4 Commons votes But wants to block Brexit","240 words","The Sun (England)","NEWS; Pg. 2",
"By Nicola Oakley","November 3, 2016 Thursday 12:26 PM GMT",,"How you can influence Brexit after High Court rules Theresa May can't trigger Article 50; The Prime Minister can't enforce Brexit without a vote by MPs - here's how to have your say","240 words","mirror.co.uk","NEWS,UK NEWS",
"By Dan Bloom","November 4, 2016 Friday 10:17 AM GMT",,"Twitter just hijacked the claim Brexit ruling judges are 'Enemies of the People'; Online pundits have gleefully turned round the claim about three High Court judges... which echoed a film about murderous dictator Pol Pot","238 words","mirror.co.uk","NEWS,UK NEWS",
"Harry Yorke","November 3, 2016 Thursday",,"Post-Brexit rush of tourists boosts M&C","237 words","The Daily Telegraph (London)","BUSINESS; Pg. 5",
"By Laura Hughes, Political Correspondent","November 3, 2016 Thursday 7:42 AM GMT",,"Tory MP calls for BBC 1 to mark Brexit with national anthem at the end of each day","236 words","telegraph.co.uk","NEWS",
"By Graham Hiscott","November 2, 2016 Wednesday 12:00 AM GMT",,"Inflation could rise by as much as 4% as post-Brexit slump hits; That will mean inflation leaping ahead of average wage growth, triggering a spending squeeze for millions of households","235 words","mirror.co.uk","NEWS,UK NEWS",
"Tom Peck","November 2, 2016 Wednesday 10:09 AM GMT",,"Brexit threat to pork pies; Melto Mowbray pork pies are one of many UK foodstuffs with EU protected status which could be lost after Brexit","230 words","The Independent (United Kingdom)","UK POLITICS",
,"November 4, 2016 Friday",,"Brexit strategy","229 words","The Sun (England)","NEWS; Pg. 8",
"BEN GLAZE","November 12, 2016 Saturday",,"LIB DEM 'BLOCK BREXIT' THREAT; Farron demands second vote","228 words","Daily Mirror","NEWS; Pg. 2",
"Tom Peck","November 6, 2016 Sunday 9:29 AM GMT",,"Farage: If Brexit is watered down, ""We will see political anger the like of which we have never seen.""; Mr Farage also told the Andrew Marr Show that the pro-EUjudges who decided the High Court ruling should have absented themselves","228 words","The Independent (United Kingdom)","UK POLITICS",
"Alexandra Sims","November 5, 2016 Saturday 10:27 PM GMT",,"Labour could block Brexit by voting against Article 50 over single market demands, Jeremy Corbyn says; 'We are not calling for a second referendum. We're calling for market access for British industry to Europe'","228 words","The Independent (United Kingdom)","UK POLITICS",
"Andrew Griffin","November 3, 2016 Thursday 10:39 AM GMT",,"Brexit legal challenge: Nigel Farage says Parliament has 'no idea what anger they will provoke' if Article 50 blocked; The political class has 'no idea of the level of public anger they will provoke' if they overturn the decision, the interim Ukip leader says","227 words","The Independent (United Kingdom)","UK POLITICS",
"Observer editorial","November 6, 2016 Sunday 12:02 AM GMT",,"The Observer view on the high court ruling on Brexit and parliament; The judgment is not about sabotaging Britain's EU exit. It's about respecting democracy and getting the best deal possible","2260 words","The Observer (London)","OPINION",
,"November 6, 2016 Sunday",,"Plaid bid to end Brexit 'waffle'","226 words","The Sunday Times (London)","NEWS; Pg. 12",
,"November 5, 2016 Saturday",,"Brexit economics","226 words","The Times (London)","LETTERS; Pg. 30",
"BY NO BYLINE AVAILABLE","November 4, 2016 Friday",,"CRIMPER WHO STARTED IT ALL (BUT VOTED BREXIT)","226 words","DAILY MAIL (London)",,
"DOMINIC SANDBROOK FOR THE DAILY MAIL","November 12, 2016 Saturday 1:42 AM GMT",,"For decades an arrogant global ruling class tried to crush the spirit of nationhood, says DOMINIC SANDBROOK. Now, with Brexit and Trump the world is witnessing the bonfire of the liberal elite","2258 words","MailOnline","RIGHTMINDS",
"BY ALEX HAWKES","November 13, 2016 Sunday",,"PM TO REVEAL BREXIT PLAN TO BUSINESS","223 words","MAIL ON SUNDAY (London)",,
,"November 10, 2016 Thursday",,"President-elect will help us make Brexit a success; THE NORTHERN & SHELL BUILDING NUMBER 10 LOWER THAMES STREET, LONDON EC3R 6EN Tel: 020 8612 7000 (outside UK: +44 20 8612 7000)","222 words","The Express","Pg. 12",
"By Michael Wilkinson, Political Correspondent","November 9, 2016 Wednesday 6:56 AM GMT",,"'This is bigger than Brexit': Britain reacts as Donald Trump becomes US president","2212 words","telegraph.co.uk","NEWS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE, MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE and TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 2, 2016 Wednesday 6:48 PM GMT",,"Judges trigger major constitutional crisis as they deliver 'slap in the face' to Theresa May by ruling MPs MUST be given a vote on Brexit but ministers vow to overturn controversial decision","2192 words","MailOnline","NEWS",
"Peter Evans","November 6, 2016 Sunday",,"Wetherspoon boss feels Brexit pain","219 words","The Sunday Times (London)","BUSINESS; Pg. 3",
"JEFF FARRELL","November 7, 2016 Monday",,"FARAGE: RIOTS IF MPs CHEAT US OF BREXIT; Warning of 'wave of anger'","218 words","Daily Star","NEWS; Pg. 6",
"By Michael Wilkinson, Political Correspondent and Laura Hughes, Political Correspondent","November 7, 2016 Monday 10:12 AM GMT",,"No going back on Brexit' as Government vows to trigger Article 50 by end of March","2179 words","telegraph.co.uk","NEWS",
"BRIAN HUTTON","November 3, 2016 Thursday",,"THERESA MAY SPARK EARLY BREXIT FOR UK","213 words","The Sun (England)","NEWS; Pg. 4",
"Heather Saul","November 6, 2016 Sunday 10:07 AM GMT",,"Gina Miller criticises Daily Mail's 'shameful' reporting after succesfull Brexit legal challenge; Woman who led legal challenge against triggering Article 50 without a vote from MPs says she has suffered racist and sexist abuse","211 words","The Independent (United Kingdom)","PEOPLE",
"Christopher Hooton","November 3, 2016 Thursday 9:44 AM GMT",,"Jingoistic Tory MP forwards motion for the BBC to play the national anthem every day to honour Brexit; 'It's time it was restored, to send out a message that Britain is back'","211 words","The Independent (United Kingdom)","NEWS",
"Rob Merrick","November 3, 2016 Thursday 10:07 AM GMT",,"Brexit legal challenge wins: Theresa May must get approval to trigger Article 50, High Court rules","21 words","The Independent (United Kingdom)","UK POLITICS",
,"November 6, 2016 Sunday",,"Brexit is far from easy task; THE SCOTTISH SUN ON SUNDAY SAYS 06 11 16","209 words","The Sun (England)","Pg. 10",
"PETER WALKER","November 3, 2016 Thursday 11:32 AM GMT",,"Brexit legal challenge: The full judgement that ruled MPs must vote on Britain leaving EU; 'Government does not have power under the Crown's prerogative to give notice pursuant to Article 50'","207 words","The Independent (United Kingdom)","UK POLITICS",
"STEVE HAWKES","November 9, 2016 Wednesday",,"PM: LEAVE IT OUT; Premier warns Remoaners to stop fighting Brexit","206 words","The Sun (England)","NEWS; Pg. 6",
"Samuel Osborne, Siobhan Fenton","November 3, 2016 Thursday 9:38 AM GMT",,"Brexit legal challenge live: High Court to rule on whether Theresa May needs approval to trigger Article 50; Historic case could hand Parliament the opportunity to challenge, or even delay, the process of leaving the European Union","206 words","The Independent (United Kingdom)","UK POLITICS",
"James Callery","November 8, 2016 Tuesday 1:15 PM GMT",,"'Hard' Brexit could spell disaster for UK tourism, warns expert; Experts warn visitor numbers could drop dramatically","205 words","The Independent (United Kingdom)","NEWS & ADVICE",
"Sean O'Grady","November 2, 2016 Wednesday 3:05 PM GMT",,"China's Geely rejects reports of plans to buy Lotus; commits to investment in Britain post-Brexit; Group owns Volvoand the London Taxi Company;currently planning a major investment Midlands to support nextgeneration electric cab","204 words","The Independent (United Kingdom)",,
"Jon Henley and Peter Walker","November 8, 2016 Tuesday 7:00 AM GMT",,"Brexit weekly briefing: hard exit prospects take hit after article 50 ruling; Decision that Tories cannot trigger Brexit alone had widespread impact. As sterling soared, the rightwing press was abhorred","2037 words","The Guardian","POLITICS",
"Decca Aitkenhead","November 11, 2016 Friday 5:02 PM GMT",,"Article 50 claimant Gina Miller: 'It isn't safe for me to go outside'; She has been accused of being a 'foreign-born immigrant' trying to 'subvert' democracy. But despite death threats, Miller vows not to let the Brexit bullies win","2035 words","The Guardian","POLITICS",
"STEPHANIE LINNING FOR MAILONLINE and JAMES SLACK, POLITICAL EDITOR FOR THE DAILY MAIL","November 3, 2016 Thursday 7:38 PM GMT",,"Radical feminist who is a long-running critic of marriage, the judge happy for the law to be seen as an ass and 'the cleverest man in Britain': The Supreme Court judges who'll rule on Brexit","2032 words","MailOnline","NEWS",
,"November 9, 2016 Wednesday",,"Nicola Sturgeon tries to further delay our Brexit; THE NORTHERN & SHELL BUILDING NUMBER 10 LOWER THAMES STREET, LONDON EC3R 6EN Tel: 020 8612 7000 (outside UK: +44 20 8612 7000)","203 words","The Express","Pg. 14",
"Andrew Griffin","November 3, 2016 Thursday 11:16 AM GMT",,"Brexit legal challenge: Sack the High Court judges who ruled against Theresa May, says Ukip's Suzanne Evans; The leadership hopeful said that the judges had performed a 'power grab' that 'undermines democracy'","202 words","The Independent (United Kingdom)","UK POLITICS",
,"November 4, 2016 Friday",,"Sign up for our Brexit [...]","20 words","The Times (London)","NEWS; Pg. 8",
"Daniel Boffey, Dan Glaister and Patrick Maguire","November 6, 2016 Sunday 5:59 AM GMT",,"Brexit high court decision means nothing has been ruled out; Parliament has been jolted back to life by three judges, and the British political landscape is once again one of fury, division and uncertainty","1997 words","The Observer (London)","POLITICS",
"BY NO BYLINE AVAILABLE","November 8, 2016 Tuesday",,"BREXIT BOOST FOR JCB AS IT SEALS £35M DIGGER DEAL","199 words","DAILY MAIL (London)",,
"CITY & FINANCE REPORTER FOR THE DAILY MAIL","November 7, 2016 Monday 6:44 PM GMT",,"Brexit boost for JCB as it seals £35m digger deal with the UK's largest plant hire firm","198 words","MailOnline","MARKETS",
"Eoghan McDermott","November 4, 2016 Friday",,"CHANCE TO LEAVE BREXIT IN THE PAST","198 words","The Sun (England)","Pg. 11",
,"November 5, 2016 Saturday",,"'REMOANERS' WARNED ABOUT 'CONSTITUTIONAL OUTRAGE' of THREAT To BREXIT","196 words","The Express","NEWS; Pg. 6",
"HUGO DUNCAN FOR THE DAILY MAIL","November 5, 2016 Saturday 12:50 PM GMT",,"Britishbusinesses fare better than their European rivals in the four months after the Brexit vote","196 words","MailOnline","NEWS",
"Greg Heffer, Political Reporter","November 3, 2016 Thursday 10:03 AM GMT",,"Brexit could be BLOCKED by Parliament after BOMBSHELL Article 50 'betrayal' ruling","1957 words","Express Online",,
"By Press Association, video source ITN","November 5, 2016 Saturday 4:25 PM GMT",,"Jeremy Corbyn calls for transparency over Brexit plans","193 words","telegraph.co.uk","NEWS",
