"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE"
"Julia Kollewe","October 28, 2016 Friday 8:49 AM GMT",,"BA owner cuts profit forecast after bumpy ride in third quarter; International Airlines Group blames tumbling pound and poor trading for second consecutive decline in performance since Brexit vote","281 words","The Guardian","BUSINESS",
"RHODRI PHILLIPS","October 29, 2016 Saturday",,"APPLE'S 'BREXIT PRICES' EXCUSE; Old Mac up £500","280 words","The Sun (England)","NEWS; Pg. 16",
"Nigel Morris POLITICAL EDITOR","October 25, 2016",,"Tory takes PM to task over silence on Brexit; EUROPE","280 words","i-Independent Print Ltd","NEWS; Pg. 4",
,"October 31, 2016 Monday",,"BREXIT BLOODLETTING!","2781 words","DAILY MAIL (London)",,
"Nigel Morris POLITICAL EDITOR","October 28, 2016",,"Britain's GDP rises by 0.5 per cent after Brexit; ECONOMY","278 words","i-Independent Print Ltd","NEWS; Pg. 5",
"By Julia Bradshaw","October 22, 2016 Saturday 6:00 PM GMT",,"Ministers snub life sciences industry's report on Brexit","276 words","telegraph.co.uk","BUSINESS",
,"October 25, 2016 Tuesday",,"May right to listen to the Celtic voices on Brexit; Letters to the Editor","274 words","The Daily Telegraph (London)","LETTERS; Pg. 17",
"GAIL CAMERON","October 23, 2016 Sunday",,"BLEU MONDAY; LEADERS' BREXIT SHOWDOWN ; May demands 'grown-up' talks with First Ministers","273 words","The Sun (England)","NEWS; Pg. 2",
"Rehema Figueiredo","October 21, 2016 Friday 8:39 AM GMT",,"Brexit means Brexit Theresa May tells EU summit","273 words","Express Online",,
"Ben Chu","October 31, 2016 Monday 10:01 AM GMT",,"Brexit latest: Mortgage approvals perk up in September; There were 62,932 in the month, up from 60,984 in August and higher than the 61,500 City of London analysts had been expecting","272 words","The Independent (United Kingdom)","BUSINESS NEWS",
"HARRY COLE","October 28, 2016 Friday",,"PROJECT CHEER; BREXIT BOOSTS FOR BRITS UK growth defies Project Fear claim","272 words","The Sun (England)","NEWS; Pg. 2",
"SYLVIA POWNALL","October 23, 2016 Sunday",,"Brexit boost as Ireland targets top pharma jobs; Euro Medicines Agency set for move from London","272 words","Daily Mirror","NEWS; Pg. 2",
,"October 28, 2016 Friday",,"Barclays to stay British; DMUULS www.mirror.co.uk FRIDAY 28.10.2016 DAILY MIRROR 41 graham.hiscott@mirror.co.uk @grahamhiscott 020 7293 3030 www.mirror.co.uk/business Edited by GRAHAM HISCOTT CITYDESK ; Boss in remain pledge post-Brexit","271 words","Daily Mirror","FEATURES; OPINION COLUMN; Pg. 41",
"Marcus Leroux; Neil Johnston","October 28, 2016 Friday",,"Swiss engineer blames Brexit for downturn","271 words","The Times (London)","BUSINESS; Pg. 44,45",
"By Stephen Hayward","October 29, 2016 Saturday 5:41 PM GMT",,"Families face Christmas fuel bill hike fuelled by crash in the pound after Brexit; Power giants to pass on increase in costs after EU referendum led to slump in the value of sterling","270 words","mirror.co.uk","NEWS,UK NEWS",
,"October 24, 2016 Monday",,"Sign up now for our Brexit [...]","27 words","The Times (London)","NEWS; Pg. 9",
"Rhiannon Bury ;Ashley Armstrong","November 1, 2016 Tuesday",,"Sorrell warns Brexit doubts will hamper UK growth","269 words","The Daily Telegraph (London)","BUSINESS; Pg. 4",
"Jill Treanor","October 26, 2016 Wednesday 7:36 PM GMT",,"City of London's tallest building to be built despite Brexit vote; After delay over referendum result owners confirm the 278m Pinnacle, or Helter Skelter, at 22 Bishopsgate will go ahead","269 words","The Guardian","UK NEWS",
"Douglas Patient","October 31, 2016 Monday 4:21 PM GMT",,"BREXIT BOOM for British tourism as confidence 'reaches 12-MONTH high'","268 words","Express Online",,
"Joe Watts","October 31, 2016",,"EU citizens living in the UK 'must not be left in limbo'; BREXIT","268 words","i-Independent Print Ltd","NEWS; Pg. 4",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE","October 27, 2016 Thursday 9:26 AM GMT",,"The UK economy GREW by 0.5% in the three months after historic Brexit vote despite dire Project Fear warnings","268 words","MailOnline","NEWS",
"ALISON LITTLE","October 23, 2016 Sunday 6:26 PM GMT",,"Clean Brexit: £20bn boost predicted for financial sector if Britain leaves single market","268 words","Express Online",,
"Phillip Inman","October 27, 2016 Thursday 9:49 AM GMT",,"UK economy defies Brexit slowdown fears; Official figures reveal solid growth of 0.5%, beating gloomy forecasts","267 words","The Guardian","BUSINESS",
"Ben Chapman","October 24, 2016 Monday 5:37 PM GMT",,"Brexit: ITV to cut 120 jobs as uncertainty hits advertising market; Job losses will take place across all areas of business and amount to 2 per cent of ITV's workforce","266 words","The Independent (United Kingdom)","BUSINESS NEWS",
"CRAIG SIMPSON FOR MAILONLINE","October 22, 2016 Saturday 5:41 PM GMT",,"Primary school blames Brexit as it charges pupils an extra £20 a year for lunches","265 words","MailOnline","NEWS",
"Kate Peters","October 22, 2016 Saturday",,"How chickens, Brexit, late bedtimes and burgers all play a role in Bill Gates's mission to save the world; With $80 billion, Bill Gates is the world's richest man. So how does he spend his money? What makes his life worthwhile? And is his a happy marriage? Mary Riddell spends three months with the Microsoft billionaire to find the answers. Photographs by Kate Peters","2648 words","The Daily Telegraph (London)","TELEGRAPH MAGAZINE;FEATURES; Pg. 20,21,23,24,27",
"By Dan Bloom","October 26, 2016 Wednesday 6:23 PM GMT",,"Michael Gove is BACK! Tory backstabber wins plum seat on Westminster's new Brexit Committee; The MP, who turned from Boris Johnson's leadership No2 to running against him, won a place on Parliament's powerful Brexit Select Committee","263 words","mirror.co.uk","NEWS,UK NEWS",
"Eugene Henderson","October 23, 2016 Sunday 12:01 AM GMT",,"British company strikes rice deal with China among Brexit fears","263 words","Express Online",,
"By Ian Hyland","October 25, 2016 Tuesday 10:00 PM GMT",,"Ben Fogle's A New Life in the Wild should appeal to us all in Brexit Britain; Lynx Vilden has moved to a hut in a forest and has created a life of Stone Age self-sufficiency","262 words","mirror.co.uk","TV,TV REVIEWS",
"Joe Watts","October 28, 2016 Friday 10:32 AM GMT",,"Brexit legal challenge dismissed: Northern Ireland case against EU withdrawal will not be heard","261 words","The Independent (United Kingdom)","UK POLITICS",
,"October 30, 2016 Sunday",,"WHAT BREXIT MEANS FOR YOUR [...]","26 words","The Sunday Times (London)","HOME;FEATURES; FRONT PAGE; TEASERS; Pg. 1",
,"October 28, 2016 Friday 10:32 AM GMT",,"Brexit legal challenge dismissed: Northern Ireland case against EU withdrawal will not be heard","26 words","The Independent (United Kingdom)","UK POLITICS",
,"October 27, 2016 Thursday",,"Glaxo's Brexit boom; IN THE NEWS","26 words","The Times (London)","NEWS; FRONT PAGE; Pg. 1",
"EMMA GLANFIELD, STEPHANIE LINNING FOR MAILONLINE and REBECCA ENGLISH, ROYAL CORRESPONDENT FOR THE DAILY MAIL","November 1, 2016 Tuesday 10:09 AM GMT",,"Brave Queen, 90, battles on with bloodshot eye to throw state banquet for Colombian president and help secure £1billion post-Brexit trade deal","2577 words","MailOnline","NEWS",
"Katherine Griffiths","October 28, 2016 Friday",,"Barclays mulls Europe move after Brexit","257 words","The Times (London)","BUSINESS; Pg. 46",
"Rob Merrick","October 20, 2016",,"There is no going back on Brexit, PM will tell EU; EUROPE","257 words","i-Independent Print Ltd","NEWS; Pg. 4",
"By Laura Hughes, Political Correspondent","October 21, 2016 Friday 8:30 AM GMT",,"Theresa May admits there will be some 'give and take' over Brexit deal as EU's lead negotiator wants divorce talks to be held in French","2554 words","telegraph.co.uk","NEWS",
"By Laura Hughes, Political Correspondent","October 28, 2016 Friday 6:55 AM GMT",,"Theresa May rejects Tony Blair's call for a second referendum to reverse Brexit 'catastrophe', after he calls on Remainers tomobilise","2538 words","telegraph.co.uk","NEWS",
"By Tara Cunningham, Business Reporter","October 27, 2016 Thursday 8:00 AM GMT",,"FTSE 100 turns positive and pound hovers at $1.22 as UK GDP figures to show impact of Brexit vote","2508 words","telegraph.co.uk","BUSINESS",
"Patrick Christys","October 20, 2016 Thursday 4:13 PM GMT",,"Corbyn's BREXIT HIJACK as Labour leader calls for 'alternative summit' with EU leaders","250 words","Express Online",,
"Stephen Hayward","October 30, 2016",,"BREXIT DRIVES UP ENERGY BILLS 5%; Cost of power soars as £ dives after vote £25.60EXPECTED RISE IN BILL PER HOUSEHOLD EXCLUSIVE","249 words","The People","NEWS; Pg. 26",
"JAMES SALMON, JASON GROVES and HUGO DUNCAN FOR THE DAILY MAIL","October 27, 2016 Thursday 9:26 AM GMT",,"Four months on from Brexit, and it's official, the UK is booming! Economy GREW by 0.5% in the three months after historic vote despite dire warnings from Project Fear","2470 words","MailOnline","NEWS",
"Julia Bradshaw","October 23, 2016",,"Ministers snub life sciences industry's report on Brexit","247 words","The Sunday Telegraph (London)","BUSINESS; Pg. 2",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE and MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 24, 2016 Monday 9:01 AM GMT",,"'You are driving Scotland over a Brexit cliff!' Furious Nicola Sturgeon slams Theresa May for uncompromising EU stance moments after tense meeting at Downing Street","2456 words","MailOnline","NEWS",
"Joe Watts","October 21, 2016 Friday 4:38 PM GMT",,"George Osborne admits Brexit 'mistakes' and says he is trying to put them right; The ex-Chancellor says he did not 'properly understand' how angry the public were with the establishment","243 words","The Independent (United Kingdom)","UK POLITICS",
"Zoie O'Brien","October 24, 2016 Monday 3:51 PM GMT",,"BREAKING: Theresa May vows to deliver tough Brexit which will NOT damage EU links","242 words","Express Online",,
"Lana Clements","October 21, 2016 Friday 10:40 AM GMT",,"Fears over Kit Kat chocolate price hike amid Brexit pound plunge","242 words","Express Online",,
"Maya Oppenheim","November 1, 2016 Tuesday 4:31 PM GMT",,"Stephen Hawking: Brexit is too complex even for me","241 words","The Independent (United Kingdom)","PEOPLE",
"Matt Payton","October 25, 2016 Tuesday 9:23 AM GMT",,"The Queen is 'set to lose £1 million in farming subsidies' thanks to Brexit; Sandringham Estate in Norfolkprojected tolose £700,000 a year, with the Windsor Castle estate losing a further £300,000","240 words","The Independent (United Kingdom)","HOME NEWS",
"Robyn Vinter","November 1, 2016",,"Pound named world's worst currency amid Brexit fears; STERLING","239 words","i-Independent Print Ltd","NEWS; Pg. 37",
"Laura Hughes","October 24, 2016 Monday",,"Devolved nations to be given 'hotline' to Brexit Secretary","238 words","The Daily Telegraph (London)","NEWS; Pg. 6",
"Ben Martin","October 21, 2016 Friday",,"Brexit will not harm Europe's economy, says German banker","235 words","The Daily Telegraph (London)","BUSINESS; Pg. 3",
"GLEN OWEN POLITICAL CORRESPONDENT FOR THE MAIL ON SUNDAY","October 22, 2016 Saturday 9:46 PM GMT",,"May is told to call off the Brexit 'attack dogs': Top Tories demand an end to the bitter battle with Chancellor Philip Hammond as they warn the UK is headed for a 'dirty' exit from the EU","2338 words","MailOnline","NEWS",
"TIM SCULTHORPE, MAILONLINE DEPUTY POLITICAL EDITOR","November 1, 2016 Tuesday 10:17 AM GMT",,"'I can explain the secrets of the universe - but don't ask me to work out Brexit!' Stephen Hawking warns the PM she faces a galactic challenge","233 words","MailOnline","NEWS",
"Zlata Rodionova","October 21, 2016",,"UK company relocates to Holland due to Brexit fear; SINGLE MARKET","233 words","i-Independent Print Ltd","NEWS; Pg. 48",
"Michael Glackin","October 30, 2016 Sunday",,"Independence 'bigger threat than Brexit'","232 words","The Sunday Times (London)","NEWS; Pg. 13",
"May Bulman","October 26, 2016 Wednesday 2:05 PM GMT",,"PMQs: Jeremy Corbyn makes Brexit joke at Theresa May's expense and even she has to laugh; 'I thought for a moment the Prime Minister was going to say Brexit means Brexit again'","230 words","The Independent (United Kingdom)","UK POLITICS",
"Shehab Khan","October 31, 2016 Monday 9:01 PM GMT",,"Brexit drives up cost of tea by up to 50 per cent; Price ofan 80 kilogram bag of tea increases from£100 to £150","228 words","The Independent (United Kingdom)","HOME NEWS",
"David","October 26, 2016 Wednesday",,"Weak pound exports after hits German Brexit vote","226 words","The Times (London)","BUSINESS; Pg. 40,41",
"BY SIMON WATKINS","October 30, 2016 Sunday",,"US DRUGS GIANT BACKS POST-BREXIT BRITAIN WITH MOVE OF GLOBAL HQ","225 words","MAIL ON SUNDAY (London)",,
"Dominic Walsh","October 21, 2016 Friday",,"Pernod Ricard says drowning Brexit sorrows will cost more","225 words","The Times (London)","BUSINESS; Pg. 43",
"THIS IS MONEY MARKET REPORTERS","October 28, 2016 Friday 8:20 AM GMT",,"FTSE LIVE: Footsie rallies with US stocks seen up ahead of GDP data; sterling weak on Brexit court decision","2240 words","MailOnline","MARKETS",
"DAVID YOUNG","October 24, 2016 Monday",,"FF CHIEF HITS OUT AT 'SHAMBOLIC' BREXIT","224 words","The Sun (England)","NEWS; Pg. 6",
"By Laura Hughes, Political Correspondent","October 21, 2016 Friday 8:30 AM GMT",,"Theresa May admits there will be some 'give and take' over Brexit deal as EU's lead negotiator wants divorce talks to be held in French","2239 words","telegraph.co.uk","NEWS",
"Tom Knowles","October 27, 2016 Thursday",,"Business needs a shot in the arm after Brexit, CBI warns","223 words","The Times (London)","BUSINESS; Pg. 44",
,"October 24, 2016 Monday",,"THE SPIES WHO LOVE - EU; BREXIT ESPIONAGE FEARS ; 27 states snoop on Davis","223 words","The Sun (England)","NEWS; Pg. 2",
"CHRISTOPHER BOOKER","October 30, 2016",,"It's becoming clearer where May stands on Brexit deal","222 words","The Sunday Telegraph (London)","NEWS; Pg. 24",
"SIMON WATKINS FOR THE MAIL ON SUNDAY","October 29, 2016 Saturday 8:04 PM GMT",,"US drugs giant backs post-Brexit Britain with move of global headquarters near Heathrow Airport","222 words","MailOnline","MARKETS",
"Ben Martin","October 28, 2016 Friday",,"Challenger bank TSB banishes Brexit fears","220 words","The Daily Telegraph (London)","BUSINESS; Pg. 4",
"Ashley Cowburn","October 30, 2016 Sunday 1:12 PM GMT",,"EU and Canada sign long-awaited free trade agreement; Jean Claude Junker said: 'I don't see any relation between what we are signing today and the Brexit issue'","219 words","The Independent (United Kingdom)","UK POLITICS",
,"October 23, 2016 Sunday",,"Brexit hastens PR move to Dublin","219 words","The Sunday Times (London)","BUSINESS; Pg. 2",
"Georgie Keate","October 27, 2016 Thursday",,"Demand for post-Brexit fishing quotas","218 words","The Times (London)","NEWS; Pg. 19",
"Rob Merrick","October 20, 2016 Thursday 2:26 PM GMT",,"Brexit: Alex Salmond slams Government for allowing foreign bankers to stay in UK but not other EU nationals; The former SNP leader condemned Government plans to give workers in financial services a special deal","214 words","The Independent (United Kingdom)","UK POLITICS",
"Zlata Rodionova","October 27, 2016 Thursday 10:50 AM GMT",,"Nissan to build new models in Sunderland and secure 7000 jobs despite Brexit vote; The decision will secure 7,000 jobs","212 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Padraic Flanagan","October 26, 2016",,"Britain divided once again as larger businesses more upbeat about Brexit; CONFIDENCE","212 words","i-Independent Print Ltd","NEWS; Pg. 11",
"ALEX HAWKES FOR THE MAIL ON SUNDAY","October 24, 2016 Monday 11:04 AM GMT",,"London insurance market's £7.4bn EU funds at risk after Brexit","210 words","MailOnline","NEWS",
"Georgie Keate","October 24, 2016 Monday",,"Farage's early Brexit call let punters cash in","210 words","The Times (London)","NEWS; Pg. 6",
"By Michael Wilkinson, Political Correspondent","October 26, 2016 Wednesday 7:03 AM GMT",,"Jeremy Corbyn likens Theresa May to Blackadder's Baldrick as he accuses her of 'dithering' over Brexit plans - PMQs live","2098 words","telegraph.co.uk","NEWS",
"Joey Millar","October 31, 2016 Monday 6:05 PM GMT",,"BREAKING: Brexit bashing Mark Carney to step down as Bank of England Governor in 2019","209 words","Express Online",,
"By Mikey Smith","October 27, 2016 Thursday 10:04 AM GMT",,"Brexit uncertainty slows UK economy to 0.5% growth - but it could have been worse; Growth has been stronger than analysts feared, but weaker than it was before the Brexit vote","209 words","mirror.co.uk","NEWS,UK NEWS",
"Robert Miller","October 25, 2016 Tuesday",,"Microsoft to raise prices after Brexit","208 words","The Times (London)","BUSINESS; Pg. 40",
"TOM NEWTON DUNN","October 21, 2016 Friday",,"LE BRUSS OFF; MAY SUMMIT SHOWDOWN ; EU leaders play hardball on Brexit","207 words","The Sun (England)","NEWS; Pg. 2",
,"October 31, 2016 Monday",,"UK must press for a hard Brexit as soon as possible; THE NORTHERN & SHELL BUILDING NUMBER 10 LOWER THAMES STREET, LONDON EC3R 6EN Tel: 020 8612 7000 (outside UK: +44 20 8612 7000)","202 words","The Express","Pg. 12",
"GARY MENEELY","October 31, 2016 Monday",,"FOSTER STEPS IN BREXIT; Monday, October 31, 20161UM ARLENE'S UNDER FIRE ; Dancing DUP boss' border plan 'fantasy'","202 words","The Sun (England)","NEWS; Pg. 2",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE and MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 24, 2016 Monday 9:01 AM GMT",,"'You're driving Scotland over a Brexit cliff!' Furious Nicola Sturgeon demands Theresa May think again after Prime Minister dismisses call for Scotland to have separate trade deal","1999 words","MailOnline","NEWS",
"By Tara Cunningham, Business Reporter","October 27, 2016 Thursday 8:00 AM GMT",,"FTSE 100 falters and pound hovers at $1.22 as UK GDP figures to show impact of Brexit vote","1980 words","telegraph.co.uk","BUSINESS",
"MICHAEL McHUGH","October 29, 2016 Saturday",,"NI Brexit legal bid rejected by courts","195 words","The Sun (England)","NEWS; Pg. 2",
,"October 27, 2016 Thursday",,"'BREXIT IS BIGGEST THREAT & COULD CUT TRADE BY 20%'","195 words","Daily Mirror","NEWS; Pg. 7",
"TOM NEWTON DUNN","October 25, 2016 Tuesday",,"BORDER PLEDGE; BREXIT","195 words","The Sun (England)","NEWS; Pg. 1,2",
"JOHN JEFFAY","November 1, 2016 Tuesday",,"MY BOY JOY AT BREXIT; Geoff's EU lost lad lead","193 words","The Sun (England)","NEWS; Pg. 16",
"By Ben Martin","October 23, 2016 Sunday 11:01 PM GMT",,"EU exporters have more to lose than the UK from tariffs after Brexit","193 words","telegraph.co.uk","BUSINESS",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE and MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 21, 2016 Friday 10:33 AM GMT",,"Defiant Theresa May demands 'mature' and 'constructive' Brexit talks from EU leaders after stormy summit in Brussels","1912 words","MailOnline","NEWS",
,"October 26, 2016 Wednesday",,"Post-Brexit, we can make foreign aid work for the UK; THE NORTHERN & SHELL BUILDING NUMBER 10 LOWER THAMES STREET, LONDON EC3R 6EN Tel: 020 8612 7000 (outside UK: +44 20 8612 7000)","191 words","The Express","Pg. 12",
"By Voice of the Mirror","October 28, 2016 Friday 10:45 PM GMT",,"There can be no more Brexit secrets - we need to be able to scrutinise Theresa May's Cabinet; If the Prime Minister and her gang were confident of their position, they would reveal what Nissan bosses were promised to keep them in Sunderland","188 words","mirror.co.uk","NEWS,UK NEWS",
"Joe Watts","October 20, 2016",,"Hammond set for Brexit battle with Prime Minister; IMMIGRATION","186 words","i-Independent Print Ltd","NEWS; Pg. 4",
"MICHAEL McHUGH","October 30, 2016 Sunday",,"Northern leader in Brexit jibe on South","185 words","The Sun (England)","NEWS; Pg. 6",
"Sarah Marsh and Guardian readers","November 1, 2016 Tuesday 1:57 PM GMT",,"'My granddaughter loses sleep over terrorism': children's fears over global events; Increasingly children are worrying about world affairs such as Brexit, according to Childline. Here, parents and grandparents discuss their youngsters' fears","1842 words","The Guardian","SOCIETY",
"BRIAN HUTTON","October 21, 2016 Friday",,"BREXIT A BLOW TO N.I. PEACE","183 words","The Sun (England)","NEWS; Pg. 6",
,"October 31, 2016 Monday 12:01 AM GMT",,"Letters:Brexit negotiators cannot afford to ignore the markets on our doorstep","1825 words","telegraph.co.uk","OPINION",
,"October 21, 2016 Friday 11:17 PM GMT",,"Letters:Everyone will lose out if the EU takes a punitive approach to Brexit","1816 words","telegraph.co.uk","OPINION",
,"November 1, 2016 Tuesday",,"Pilots after Brexit; Letters to the Editor","181 words","The Daily Telegraph (London)","LETTERS; Pg. 17",
"Lana Clements","October 27, 2016 Thursday 9:25 AM GMT",,"BREAKING: UK economy grows 0.5 per cent after Brexit, proving fear-mongers WRONG","180 words","Express Online",,
"Rob Merrick","October 26, 2016",,"Priti Patel suggests using £12bn aid budget for Brexit; DEVELOPMENT","180 words","i-Independent Print Ltd","NEWS; Pg. 6",
"JEFF FARRELL","October 25, 2016 Tuesday",,"BREXIT TALKS HIT THE WALL; No progress on deal, says Scots leader","180 words","Daily Star","NEWS; Pg. 2",
"By Voice of the Mirror","October 24, 2016 Monday 12:01 AM GMT",,"Poisonous UKIP will be doomed without Nigel Farage's leadership; The party has imploded since the Brexit vote and Nigel Farage's decision to skip away and earn a fortune, instead of taking responsibility for the economic chaos he helped unleash.","175 words","mirror.co.uk","NEWS,UK NEWS",
"Helen Pidd","October 25, 2016 Tuesday 2:04 PM GMT",,"British Poles: hard work, Yorkshire accents and life post-Brexit; Nearly 1 million Polish people have made the UK their home. Helen Pidd visits Wakefield, where 10,000 live, and hears how the EU vote has changed things","1742 words","The Guardian","SOCIETY",
"Jon Henley and Jessica Elgot","November 1, 2016 Tuesday 7:00 AM GMT",,"Brexit weekly briefing: a softer EU exit could yet be on the cards; Nissan decision to stay in Britain came with clear signal that No 10 is aiming for a free trade relationship similar to single market","1740 words","The Guardian","POLITICS",
"David Hughes","October 24, 2016",,"Free trade deal crucial for both Britain and the EU; BREXIT","174 words","i-Independent Print Ltd","NEWS; Pg. 6",
,"October 28, 2016 Friday",,"Brexit won't be soft on the arts","173 words","The Times (London)","T2;FEATURES; Pg. 6",
"JACK BLANCHARD","October 29, 2016 Saturday",,"May rebuffs Blair call for Brexit 2 vote; No 10: The people have spoken","172 words","Daily Mirror","NEWS; Pg. 2",
"JASON BEATTIE","October 20, 2016 Thursday",,"Hammond pushing for 'soft Brexit'","172 words","Daily Mirror","NEWS; Pg. 10",
"Ben Chu","October 20, 2016 Thursday 9:53 AM GMT",,"Brexit latest: Retail sales miss expectations in September; Growth was flat in September, following zero growth in August","172 words","The Independent (United Kingdom)","BUSINESS NEWS",
"JAMES SLACK and JOHN STEVENS IN BRUSSELS FOR THE DAILY MAIL","October 21, 2016 Friday 10:33 AM GMT",,"Defiant Theresa May demands 'mature' and 'constructive' Brexit talks from EU leaders after stormy summit in Brussels","1717 words","MailOnline","NEWS",
"By Laura Hughes, Political Correspondent","October 28, 2016 Friday 6:55 AM GMT",,"Tony Blair suggests a second referendum to reverse Brexit 'catastrophe', as he calls on Remainers tomobilise","1716 words","telegraph.co.uk","NEWS",
,"October 29, 2016 Saturday 11:01 PM GMT",,"Letters:Brexit is on track - and the Remainers' pessimism must not stop it","1710 words","telegraph.co.uk","OPINION",
,"October 28, 2016 Friday 11:01 PM GMT",,"Letters:Tony Blair shows nothing but disdain for the democratic vote on Brexit","1709 words","telegraph.co.uk","OPINION",
,"October 20, 2016 Thursday 11:01 PM GMT",,"Letters:Enemies of Brexit resemble Trump in refusing to abide by the result","1705 words","telegraph.co.uk","OPINION",
"Ben Chu","October 31, 2016 Monday 12:09 PM GMT",,"Pound sterling: What does its fall mean for you?; Sterling has taken a mighty pounding since the Brexit referendum on 23 June","170 words","The Independent (United Kingdom)","BUSINESS ANALYSIS & FEATURES",
"By Nigel Nelson","October 30, 2016 Sunday 12:09 AM GMT",,"Britain could lose vital EU intelligence on terrorism and child abuse unless Brexit crime deal is sorted soon; The deadline to decide whether to accept a new deal on staying in crime-fighting agency Europol or leave next year has come, top lawyer has warned","170 words","mirror.co.uk","NEWS,UK NEWS",
,"October 28, 2016 Friday",,"It's just the lull before we're hit by Brexit storm","170 words","Daily Mirror","NEWS; Pg. 16,17",
"RUPERT STEINER FOR THE DAILY MAIL","October 28, 2016 Friday 5:31 PM GMT",,"Ford becomes latest car manufacturer to pledge future to Britain in major vote of confidence following Brexit vote","170 words","MailOnline","MARKETS",
,"October 26, 2016 Wednesday",,"The battle for Brexit; Letters to the Editor","165 words","The Daily Telegraph (London)","LETTERS; Pg. 17",
"MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 28, 2016 Friday 10:22 AM GMT",,"Ministers sent a last-ditch letter promising to protect Nissan from Brexit costs in bid to secure its future here but face growing calls to reveal details of 'secret deal'","1647 words","MailOnline","NEWS",
,"October 28, 2016 Friday",,"To boldly Brexit; Letters to the Editor","164 words","The Daily Telegraph (London)","LETTERS; Pg. 19",
"RHODRI PHILLIPS","October 28, 2016 Friday",,"NO BREXIT BRAKE ON UK BANKS; CITY Sun THE FTSE 100 ROSE 28.48 TO 6986.57 Tel: 020 7782 4050 e-mail: rhodri.phillips@the-sun.co.uk £1 BUYS (EURO)1.12, US$1.22 BRENT CRUDE $50.66","163 words","The Sun (England)","BUSINESS; OPINION COLUMNS; Pg. 55",
"JAMES TAPSFIELD, POLITICAL EDITOR FOR MAILONLINE and MATT DATHAN, POLITICAL CORRESPONDENT FOR MAILONLINE","October 21, 2016 Friday 10:33 AM GMT",,"Defiant Theresa May demands 'mature' and 'constructive' Brexit talks from EU leaders after stormy summit in Brussels","1627 words","MailOnline","NEWS",
"SEAN O'GRADY","October 29, 2016 Saturday",,"I voted for Brexit, but Tony Blair is right to call for a second EU referendum","1623 words","The Independent - Daily Edition","COMMENT; Pg. 33",
"Andrew Anthony","October 30, 2016 Sunday 12:04 AM GMT",,"Zac Goldsmith: the super-rich charmer now flying solo; The son of a billionaire who ultimately led us to the Brexit vote resigned as a Tory MP last week because he didn't get his way over Heathrow. But was this principle or arrogance?","1619 words","The Observer (London)","POLITICS",
"MartinEvans","October 31, 2016 Monday",,"Afghan who claimed to be 16 'is actually 22'; Road to Brexit","161 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"By Peter Foster , Europe Editor","November 1, 2016 Tuesday 8:00 PM GMT",,"'Hard Brexit' would be unworkable for Ireland, country's foreign minister warns Theresa May","1597 words","telegraph.co.uk","NEWS",
"Jon Henley","October 22, 2016 Saturday 4:00 PM GMT",,"Rocked by Brexit vote, Gibraltar lays plans for new kind of EU relationship; But Spain's readiness to play hardball on UK sovereignty means negotiating a prosperous future for the territory's businesses will not be a simple matter","1597 words","The Observer (London)","POLITICS",
"Alice Thomson; Rachel Sylvester","October 22, 2016 Saturday",,"'We need EU workers ... people have to get real and understand'; Saturday interview It's not too late to avoid a Brexit disaster, the awkward squad's leader tells Alice Thomson and Rachel Sylvester","1590 words","The Times (London)","NEWS; Pg. 38,39",
,"October 31, 2016 Monday",,"Nissan shows UK is really motoring after Brexit result; Letter of the day","159 words","The Express","LETTERS; Pg. 23",
,"October 24, 2016 Monday",,"Nations set for PM clash over Brexit","159 words","Daily Mirror","NEWS; Pg. 2",
"Ambrose Evans-Pritchard","October 23, 2016",,"Inflation: next year's political time bomb; Looming price hikes in run-up to Brexit will be Theresa May's biggest test, writes","1588 words","The Sunday Telegraph (London)","BUSINESS;FEATURES; Pg. 6,7",
"Ben Chapman","November 1, 2016 Tuesday 10:30 AM GMT",,"Brexit, Eurozone growth, Coffee: Business news in brief, Tuesday 1 November; US Treasury Secretary urges 'smooth Brexit'; Eurozone growth stable while inflation spikes; Coffee deamnd hits new peak","1586 words","The Independent (United Kingdom)","BUSINESS NEWS",
"Philip Connolly","October 23, 2016 Sunday",,"Brexit vote hastens PR move to Dublin","158 words","The Sunday Times (London)","BUSINESS; Pg. 3",
"Javier Espinoza","October 22, 2016 Saturday",,"Brexit can help us break free, says Russell Group chief","158 words","The Daily Telegraph (London)","NEWS; Pg. 4",
"DAVID YOUNG","October 20, 2016 Thursday",,"Brexit voices 'will be heard'","158 words","Daily Mirror","NEWS; Pg. 4",
